ds,GHI_A_DATA_Avg,POA_A_DATA_2_Avg,AirTC_Avg_Degree Celcius,RH_%,POA_A_DATA_3_Avg,WS_Avg_km/h,T110PV_C_Avg_Degree Celcius
11/21/2024 3:26:00 PM,477.645742843839,499.764432191117,36.8204608874683,17.7629000918643,487.065309790019,-14.1559030047046,53.0236868521492
11/21/2024 3:27:00 PM,474.546616939299,496.462336188047,36.8179787948935,17.7600939352335,483.725828189573,-14.1684914866557,52.9388750747397
11/21/2024 3:28:00 PM,471.437525677442,493.148570967115,36.8152704316896,17.7577865722078,480.375951730471,-14.1813330484739,52.8535484153995
11/21/2024 3:29:00 PM,468.318650805126,489.823320295002,36.8123338068119,17.755982547178,477.015870064378,-14.1944301142024,52.7677086065266
11/21/2024 3:30:00 PM,465.190175939893,486.486770086512,36.8091669567325,17.7546863557788,473.645774791599,-14.2077850525862,52.6813574506387
11/21/2024 3:31:00 PM,462.052286538792,483.139108376636,36.8057679459865,17.7539024420666,470.265859430972,-14.2214001768272,52.5944968205292
11/21/2024 3:32:00 PM,458.905170024599,479.780525459168,36.8021348681116,17.7536351995306,466.876319558471,-14.2352777428623,52.5071286639955
11/21/2024 3:33:00 PM,455.749015566873,476.411213658571,36.7982658460309,17.7538889649513,463.477352574899,-14.249419949796,52.4192549987172
11/21/2024 3:34:00 PM,452.584014205211,473.03136746515,36.7941590325131,17.7546680230991,460.069157841222,-14.2638289386825,52.3308779169395
11/21/2024 3:35:00 PM,449.410358822932,469.641183513175,36.7898126113292,17.7559765989315,456.65193665423,-14.2785067915792,52.2419995855945
